,Sheep,Image,Lacunarity,Entropy,FociCount,FociSize,Scale,Directionality,TissueToSinusoid,CurrTag,DeathDate,Category,ID,Sex,AgeAtDeath,Weight,Foreleg,Hindleg
32,3,101,0.1043424068287483,0.5577899420692498,12,380.25,31,0.2940887545592457,0.2820730314263594,BO045,8/3/2012,Soay,6623,2,4.0,,,
33,3,35,0.10703988644211568,0.5697883164555256,8,379.25,31,0.20422731339764896,0.2953011314082269,BO045,8/3/2012,Soay,6623,2,4.0,,,
34,3,80,0.11771342945669967,0.5308527286533672,3,1236.6666666666667,31,0.27206702359256035,0.25789891987031416,BO045,8/3/2012,Soay,6623,2,4.0,,,
35,3,51,0.1497788296306871,0.5534674770386371,9,705.4444444444445,31,0.19676600842664627,0.2885995549385445,BO045,8/3/2012,Soay,6623,2,4.0,,,
36,3,52,0.12071410950734268,0.6024784802881098,14,859.5,31,0.1743251056645297,0.35790388041762417,BO045,8/3/2012,Soay,6623,2,4.0,,,
37,3,117,0.12404033362500493,0.5673747654287148,8,639.0,31,0.1362008912583407,0.2958588238715017,BO045,8/3/2012,Soay,6623,2,4.0,,,
38,3,3,0.1334231014660105,0.5483853345066916,14,603.1428571428571,29,0.2455207313346013,0.2859556323203973,BO045,8/3/2012,Soay,6623,2,4.0,,,
39,3,19,0.13803853875971875,0.5693499615906836,9,834.0,31,0.2075283041660929,0.30371812681393184,BO045,8/3/2012,Soay,6623,2,4.0,,,
40,3,50,0.1194522239939198,0.5812541928186514,10,872.3,31,0.20936438657416231,0.3255735820975192,BO045,8/3/2012,Soay,6623,2,4.0,,,
41,3,78,0.09451159527492492,0.6029630275294213,10,502.1,31,0.21196819357771604,0.3404607447917025,BO045,8/3/2012,Soay,6623,2,4.0,,,
42,3,77,0.10666535065574972,0.5776235301079334,9,444.66666666666674,31,0.2584113199703932,0.3012266398234981,BO045,8/3/2012,Soay,6623,2,4.0,,,
43,3,100,0.12493328478745075,0.5863167083318159,8,1182.875,31,0.26405490040538443,0.3315842411003184,BO045,8/3/2012,Soay,6623,2,4.0,,,
44,3,1,0.1269138436271775,0.5703741545533605,4,847.0,29,0.18204535175992245,0.3094168406176797,BO045,8/3/2012,Soay,6623,2,4.0,,,
45,3,115,0.11011325220359763,0.5520612251347728,10,456.8,33,0.19736789845199354,0.2730285509804473,BO045,8/3/2012,Soay,6623,2,4.0,,,
46,3,130,0.12066586733726806,0.5475486229656726,7,543.5714285714286,31,0.13855311395999526,0.2763541389864351,BO045,8/3/2012,Soay,6623,2,4.0,,,
47,3,53,0.14413863547056482,0.5714504573124963,7,599.8571428571429,31,0.18655156588975724,0.3131535598804222,BO045,8/3/2012,Soay,6623,2,4.0,,,
